partition,bvid,text,label
生活区,life_1,有点尴尬确实#336,
学习区,learn_2,这个知识点让我崩溃同感#687,0
学习区,learn_1,这节课效率很高确实#203,1
生活区,life_2,这个视频太治愈了弹幕护体#512,
学习区,learn_3,讲解细节很到位救命#1075,
生活区,life_3,好喜欢这种日常同感#1189,
生活区,life_2,看着很舒服救命#982,
生活区,life_4,有点无聊看不下去第9遍看#1852,0
学习区,learn_5,这节课效率很高期末人破防#2339,
学习区,learn_5,太难了完全听不懂确实#2346,
生活区,life_2,这个视频太治愈了弹幕护体#986,
生活区,life_5,这种分享很真实救命#2191,
学习区,learn_3,笔记已经记好了打卡96#1163,
生活区,life_5,看着很舒服确实#2120,
生活区,life_2,快乐就是这么简单救命#862,
生活区,life_2,快乐就是这么简单哈哈#950,
生活区,life_3,画面好看点赞救命#1292,
生活区,life_3,内容太水了没用打卡60#1030,
学习区,learn_2,笔记已经记好了打卡55#540,
学习区,learn_4,这个公式太痛苦三连了#1975,
生活区,life_2,真的很放松姐妹们#947,
学习区,learn_3,复习效率太低了救命#1336,
学习区,learn_1,这个公式太痛苦弹幕护体#186,
学习区,learn_5,学会了感谢分享打卡6#2140,1
生活区,life_4,标题党无语姐妹们#1993,
生活区,life_4,这种分享很真实姐妹们#1790,
生活区,life_4,感觉不太真实三连了#1848,0
生活区,life_4,快乐就是这么简单弹幕护体#1976,
学习区,learn_2,学不会有点烦哈哈#720,
学习区,learn_4,这个知识点让我崩溃确实#1962,
生活区,life_3,画面好看点赞三连了#1032,
生活区,life_5,看着很舒服三连了#2003,
学习区,learn_1,看到题目就迷茫期末人破防#408,
生活区,life_3,标题党无语三连了#1356,
生活区,life_2,这种分享很真实确实#868,1
生活区,life_5,真的很放松三连了#2059,
生活区,life_4,快乐就是这么简单三连了#1522,
学习区,learn_3,这个公式太痛苦第40遍看#1495,
学习区,learn_1,学会了感谢分享同感#97,
生活区,life_5,真的很放松三连了#2362,
生活区,life_3,内容有趣支持哈哈#1212,1
生活区,life_2,看完心情变好了弹幕护体#706,1
生活区,life_5,快乐就是这么简单同感#2037,1
生活区,life_5,节奏太慢有点烦打卡7#2432,
生活区,life_4,有点尴尬第61遍看#1710,
学习区,learn_1,知识点总结很完整弹幕护体#208,
学习区,learn_2,笔记已经记好了救命#927,0
生活区,life_4,好喜欢这种日常弹幕护体#1985,
生活区,life_5,内容有趣支持确实#2216,1
学习区,learn_3,这个方法太有用了收藏弹幕护体#1041,
学习区,learn_1,学会了感谢分享同感#400,
学习区,learn_5,这个公式太痛苦第52遍看#2089,
生活区,life_1,这种分享很真实弹幕护体#392,
生活区,life_3,画面好看点赞期末人破防#1135,
生活区,life_4,画面好看点赞确实#1673,
学习区,learn_1,学不会有点烦同感#221,
学习区,learn_4,老师讲得很清楚终于懂了确实#1822,
生活区,life_1,内容有趣支持打卡19#310,1
学习区,learn_3,看到题目就迷茫第44遍看#1111,0
学习区,learn_2,终于把公式理解了救命#917,
学习区,learn_4,备考压力好大想哭哈哈#1739,
生活区,life_2,剪辑有点乱救命#926,
生活区,life_4,体验一般第31遍看#1971,0
学习区,learn_4,备考压力好大想哭同感#1560,
生活区,life_5,好喜欢这种日常第21遍看#2252,1
学习区,learn_3,越学越焦虑弹幕护体#1130,
学习区,learn_5,这个方法太有用了收藏第86遍看#2123,1
学习区,learn_5,太难了完全听不懂确实#2335,
学习区,learn_2,复习效率太低了期末人破防#565,
生活区,life_3,内容太水了没用哈哈#1115,0
学习区,learn_2,讲得有点快跟不上弹幕护体#920,
生活区,life_3,内容太水了没用打卡92#1159,
学习区,learn_5,备考压力好大想哭三连了#2280,
生活区,life_2,好喜欢这种日常确实#776,
学习区,learn_1,这节课效率很高三连了#54,
学习区,learn_3,看到题目就迷茫第68遍看#1232,
生活区,life_1,体验一般弹幕护体#146,
生活区,life_2,内容有趣支持期末人破防#628,
生活区,life_2,看完没什么收获打卡92#965,
学习区,learn_3,看到题目就迷茫救命#1155,
学习区,learn_1,讲得有点快跟不上三连了#121,0
生活区,life_4,生活感满满很温暖姐妹们#1620,
生活区,life_1,快乐就是这么简单哈哈#41,
生活区,life_3,这种分享很真实姐妹们#1213,1
学习区,learn_2,讲得有点快跟不上三连了#889,
生活区,life_2,内容太水了没用救命#688,
生活区,life_2,画面好看点赞同感#771,
学习区,learn_4,这个知识点让我崩溃三连了#1613,
生活区,life_2,内容有趣支持第88遍看#670,
学习区,learn_2,这节课效率很高确实#982,
学习区,learn_4,讲解细节很到位救命#1809,
生活区,life_4,看完没什么收获三连了#1604,
生活区,life_5,体验一般第38遍看#2172,
学习区,learn_2,讲得有点快跟不上弹幕护体#870,
生活区,life_2,这个视频太治愈了确实#880,
学习区,learn_2,这个方法太有用了收藏弹幕护体#761,
生活区,life_5,感觉不太真实确实#2103,
学习区,learn_2,老师讲得很清楚终于懂了确实#906,
学习区,learn_2,看到题目就迷茫弹幕护体#759,
生活区,life_5,内容有趣支持三连了#2230,
生活区,life_4,这种分享很真实确实#1738,
学习区,learn_4,这节课效率很高弹幕护体#1531,
生活区,life_5,快乐就是这么简单同感#2184,
生活区,life_1,真的很放松姐妹们#14,
学习区,learn_5,讲解细节很到位救命#2386,
学习区,learn_5,思路很清晰适合复习哈哈#2151,
学习区,learn_3,备考压力好大想哭第84遍看#1442,
学习区,learn_3,作业好多真的累姐妹们#1159,
学习区,learn_4,老师讲得很清楚终于懂了同感#1820,
学习区,learn_4,这个方法太有用了收藏三连了#1507,
学习区,learn_2,这个知识点让我崩溃救命#511,0
生活区,life_5,这个视频太治愈了弹幕护体#2349,1
生活区,life_3,看着很舒服同感#1259,
学习区,learn_4,复习效率太低了打卡57#1512,0
学习区,learn_4,学会了感谢分享三连了#1715,
生活区,life_5,节奏太慢有点烦第83遍看#2023,
生活区,life_5,看完心情变好了打卡79#2213,1
学习区,learn_2,看到题目就迷茫三连了#654,0
学习区,learn_5,备考压力好大想哭姐妹们#2179,
生活区,life_4,快乐就是这么简单确实#1675,
生活区,life_4,体验一般确实#1548,
学习区,learn_5,看到题目就迷茫期末人破防#2105,0
学习区,learn_4,老师讲得很清楚终于懂了打卡24#1964,
学习区,learn_3,老师讲得很清楚终于懂了救命#1262,
生活区,life_4,评论区吵起来了哈哈#1535,
学习区,learn_2,笔记已经记好了弹幕护体#844,
学习区,learn_1,作业好多真的累三连了#45,
生活区,life_2,好喜欢这种日常弹幕护体#705,
生活区,life_1,快乐就是这么简单哈哈#219,1
生活区,life_5,内容有趣支持弹幕护体#2163,1
生活区,life_3,生活感满满很温暖弹幕护体#1364,
生活区,life_4,节奏太慢有点烦三连了#1725,
学习区,learn_1,这个知识点让我崩溃姐妹们#340,0
生活区,life_1,快乐就是这么简单同感#143,
学习区,learn_4,越学越焦虑救命#1845,0
生活区,life_5,好喜欢这种日常打卡71#2496,
生活区,life_1,这种分享很真实姐妹们#333,
生活区,life_3,标题党无语哈哈#1004,
学习区,learn_4,学不会有点烦弹幕护体#1998,
学习区,learn_2,看到题目就迷茫同感#741,
生活区,life_1,剪辑有点乱打卡55#55,
学习区,learn_2,知识点总结很完整期末人破防#865,
生活区,life_1,这个视频太治愈了打卡38#426,
学习区,learn_2,复习效率太低了确实#986,
学习区,learn_1,这个方法太有用了收藏救命#288,1
生活区,life_5,看完心情变好了打卡1#2232,1
生活区,life_1,这种分享很真实打卡10#204,
生活区,life_1,生活感满满很温暖第53遍看#53,
生活区,life_3,剪辑有点乱期末人破防#1034,
学习区,learn_1,终于把公式理解了弹幕护体#55,
学习区,learn_1,这个公式太痛苦哈哈#434,
生活区,life_4,内容有趣支持弹幕护体#1563,
学习区,learn_4,老师讲得很清楚终于懂了确实#1558,
生活区,life_4,看完没什么收获期末人破防#1566,
学习区,learn_4,笔记已经记好了救命#1605,
生活区,life_4,有点尴尬三连了#1716,
生活区,life_5,快乐就是这么简单打卡87#2124,1
学习区,learn_3,讲解细节很到位打卡60#1418,
学习区,learn_2,终于把公式理解了打卡56#735,
学习区,learn_5,学不会有点烦姐妹们#2349,0
生活区,life_1,这种分享很真实弹幕护体#3,
学习区,learn_2,讲解细节很到位期末人破防#564,
学习区,learn_5,这个方法太有用了收藏姐妹们#2462,
学习区,learn_1,这节课效率很高同感#242,
生活区,life_3,看着很舒服姐妹们#1437,1
学习区,learn_1,学会了感谢分享确实#468,
生活区,life_4,有点尴尬第23遍看#1866,
学习区,learn_5,学会了感谢分享期末人破防#2497,
生活区,life_2,这个视频太治愈了三连了#523,
生活区,life_4,这个视频太治愈了期末人破防#1948,
生活区,life_5,内容有趣支持同感#2086,
生活区,life_1,生活感满满很温暖同感#256,
生活区,life_4,好喜欢这种日常三连了#1553,
学习区,learn_4,学不会有点烦姐妹们#1928,
学习区,learn_4,作业好多真的累第66遍看#1909,
生活区,life_1,生活感满满很温暖救命#247,
学习区,learn_5,这个公式太痛苦同感#2380,
生活区,life_4,画面好看点赞第92遍看#1547,
生活区,life_1,真的很放松救命#246,
生活区,life_4,生活感满满很温暖确实#1579,
学习区,learn_2,学会了感谢分享三连了#769,1
学习区,learn_2,看到题目就迷茫三连了#587,
生活区,life_4,剪辑有点乱三连了#1754,
学习区,learn_5,太难了完全听不懂期末人破防#2392,
学习区,learn_2,看到题目就迷茫救命#668,
生活区,life_5,好喜欢这种日常第55遍看#2092,
学习区,learn_3,老师讲得很清楚终于懂了姐妹们#1385,1
生活区,life_4,生活感满满很温暖确实#1591,
生活区,life_4,快乐就是这么简单第9遍看#1755,
学习区,learn_2,终于把公式理解了哈哈#808,1
生活区,life_2,有点无聊看不下去第40遍看#913,
学习区,learn_3,笔记已经记好了打卡3#1264,1
生活区,life_2,这种分享很真实同感#900,
生活区,life_1,看完没什么收获弹幕护体#432,
学习区,learn_4,太难了完全听不懂第68遍看#1814,
生活区,life_2,标题党无语姐妹们#650,
学习区,learn_2,这个知识点让我崩溃哈哈#577,1
学习区,learn_4,思路很清晰适合复习三连了#1503,
学习区,learn_1,作业好多真的累弹幕护体#212,
学习区,learn_3,讲得有点快跟不上第96遍看#1066,
学习区,learn_2,笔记已经记好了弹幕护体#617,1
生活区,life_2,生活感满满很温暖姐妹们#505,
学习区,learn_4,老师讲得很清楚终于懂了弹幕护体#1908,
学习区,learn_1,思路很清晰适合复习弹幕护体#27,
学习区,learn_3,终于把公式理解了姐妹们#1098,
生活区,life_3,这种分享很真实哈哈#1397,
学习区,learn_4,思路很清晰适合复习第92遍看#1644,1
生活区,life_5,画面好看点赞打卡45#2276,
生活区,life_5,好喜欢这种日常确实#2382,1
生活区,life_4,标题党无语第71遍看#1914,0
学习区,learn_3,老师讲得很清楚终于懂了同感#1171,
学习区,learn_4,这个公式太痛苦同感#1681,
学习区,learn_1,思路很清晰适合复习确实#75,
学习区,learn_3,讲得有点快跟不上弹幕护体#1324,
学习区,learn_1,笔记已经记好了哈哈#405,
学习区,learn_2,这个公式太痛苦哈哈#509,
学习区,learn_5,这个方法太有用了收藏同感#2412,
生活区,life_1,内容太水了没用打卡26#123,
学习区,learn_5,这个知识点让我崩溃打卡35#2072,
学习区,learn_4,这个公式太痛苦同感#1563,0
学习区,learn_2,看到题目就迷茫期末人破防#914,
学习区,learn_1,思路很清晰适合复习同感#65,
学习区,learn_3,讲得有点快跟不上第57遍看#1415,0
学习区,learn_1,学不会有点烦三连了#85,
学习区,learn_3,这个公式太痛苦同感#1448,0
生活区,life_1,看完心情变好了确实#398,
学习区,learn_5,这个公式太痛苦姐妹们#2007,0
学习区,learn_2,复习效率太低了弹幕护体#824,
学习区,learn_4,作业好多真的累第84遍看#1636,0
学习区,learn_4,例题很经典收获很多救命#1553,
学习区,learn_4,老师讲得很清楚终于懂了同感#1835,
生活区,life_3,感觉不太真实救命#1130,
学习区,learn_5,看到题目就迷茫期末人破防#2290,
学习区,learn_1,讲解细节很到位姐妹们#109,
学习区,learn_1,笔记已经记好了期末人破防#285,
学习区,learn_2,讲得有点快跟不上同感#955,
学习区,learn_5,这节课效率很高第56遍看#2093,
生活区,life_2,生活感满满很温暖确实#722,
学习区,learn_1,这个知识点让我崩溃姐妹们#241,
生活区,life_2,画面好看点赞姐妹们#815,1
生活区,life_2,剪辑有点乱打卡67#940,
生活区,life_5,有点尴尬第29遍看#2454,0
学习区,learn_1,终于把公式理解了同感#310,1
学习区,learn_1,作业好多真的累期末人破防#309,
生活区,life_1,有点尴尬同感#268,
学习区,learn_4,这节课效率很高确实#1989,
学习区,learn_5,备考压力好大想哭期末人破防#2393,
生活区,life_1,画面好看点赞哈哈#51,1
生活区,life_4,有点尴尬打卡50#1796,
学习区,learn_5,这节课效率很高弹幕护体#2417,
学习区,learn_5,学不会有点烦弹幕护体#2180,
学习区,learn_5,这个公式太痛苦哈哈#2282,0
学习区,learn_4,越学越焦虑弹幕护体#1568,
学习区,learn_2,知识点总结很完整期末人破防#962,
生活区,life_1,有点无聊看不下去三连了#171,
生活区,life_1,这个视频太治愈了弹幕护体#430,
学习区,learn_1,讲解细节很到位确实#10,
生活区,life_4,画面好看点赞打卡61#1807,
学习区,learn_1,学会了感谢分享三连了#116,
学习区,learn_1,越学越焦虑第6遍看#394,0
学习区,learn_3,知识点总结很完整弹幕护体#1047,
学习区,learn_5,例题很经典收获很多弹幕护体#2274,
学习区,learn_5,学会了感谢分享哈哈#2452,1
学习区,learn_4,备考压力好大想哭姐妹们#1697,
生活区,life_2,标题党无语救命#704,0
学习区,learn_3,复习效率太低了打卡19#1474,
学习区,learn_4,这个知识点让我崩溃同感#1997,
生活区,life_3,看着很舒服第74遍看#1432,1
生活区,life_1,快乐就是这么简单救命#479,
生活区,life_1,这种分享很真实三连了#266,
学习区,learn_3,复习效率太低了第87遍看#1348,0
学习区,learn_3,这节课效率很高弹幕护体#1315,1
生活区,life_5,真的很放松救命#2134,
学习区,learn_1,看到题目就迷茫弹幕护体#191,
学习区,learn_4,看到题目就迷茫救命#1993,
生活区,life_1,这种分享很真实期末人破防#198,
学习区,learn_4,知识点总结很完整打卡62#1614,1
生活区,life_1,这种分享很真实确实#79,
学习区,learn_1,知识点总结很完整哈哈#136,
学习区,learn_2,学不会有点烦确实#942,
生活区,life_3,评论区吵起来了姐妹们#1051,0
学习区,learn_4,这节课效率很高同感#1724,
学习区,learn_3,这个公式太痛苦期末人破防#1175,
生活区,life_5,快乐就是这么简单弹幕护体#2430,1
生活区,life_1,感觉不太真实弹幕护体#100,0
学习区,learn_5,思路很清晰适合复习期末人破防#2359,
生活区,life_5,看完没什么收获第7遍看#2335,
学习区,learn_2,笔记已经记好了哈哈#618,
学习区,learn_2,笔记已经记好了救命#569,
学习区,learn_1,这个知识点让我崩溃救命#35,
学习区,learn_1,看到题目就迷茫弹幕护体#413,0
生活区,life_5,这种分享很真实救命#2274,
生活区,life_1,这个视频太治愈了打卡73#267,1
生活区,life_4,画面好看点赞弹幕护体#1958,
学习区,learn_3,复习效率太低了期末人破防#1095,
学习区,learn_3,这个公式太痛苦姐妹们#1377,
生活区,life_3,看完心情变好了哈哈#1383,
生活区,life_1,画面好看点赞三连了#29,
生活区,life_3,看着很舒服期末人破防#1014,
学习区,learn_4,学不会有点烦哈哈#1557,
学习区,learn_1,知识点总结很完整弹幕护体#431,
生活区,life_4,真的很放松同感#1941,
生活区,life_4,体验一般姐妹们#1543,
学习区,learn_4,太难了完全听不懂同感#1824,
生活区,life_5,看完没什么收获哈哈#2016,
生活区,life_3,内容太水了没用确实#1078,
生活区,life_1,画面好看点赞第84遍看#278,
学习区,learn_2,太难了完全听不懂弹幕护体#953,
生活区,life_4,这种分享很真实期末人破防#1967,
学习区,learn_3,这个公式太痛苦救命#1451,
学习区,learn_3,讲解细节很到位弹幕护体#1135,
生活区,life_4,剪辑有点乱期末人破防#1772,
生活区,life_4,内容有趣支持救命#1668,
学习区,learn_4,复习效率太低了姐妹们#1718,0
生活区,life_4,生活感满满很温暖哈哈#1990,
学习区,learn_1,越学越焦虑第94遍看#385,
生活区,life_5,快乐就是这么简单第18遍看#2055,
学习区,learn_5,这个知识点让我崩溃同感#2397,
生活区,life_2,看着很舒服姐妹们#715,
生活区,life_4,有点尴尬同感#1863,
生活区,life_5,生活感满满很温暖三连了#2069,1
学习区,learn_5,这个知识点让我崩溃打卡72#2109,
学习区,learn_5,这节课效率很高期末人破防#2081,
学习区,learn_1,看到题目就迷茫打卡14#305,
生活区,life_2,看着很舒服确实#610,
生活区,life_2,内容太水了没用第22遍看#992,
生活区,life_1,节奏太慢有点烦救命#45,
生活区,life_1,有点尴尬弹幕护体#381,0
生活区,life_3,标题党无语弹幕护体#1443,
生活区,life_2,画面好看点赞同感#952,
生活区,life_2,这种分享很真实打卡25#898,0
学习区,learn_4,太难了完全听不懂弹幕护体#1516,0
学习区,learn_4,作业好多真的累哈哈#1720,
学习区,learn_1,例题很经典收获很多打卡36#230,
生活区,life_1,看完没什么收获期末人破防#141,
学习区,learn_5,这个方法太有用了收藏弹幕护体#2159,
生活区,life_1,有点尴尬哈哈#416,0
生活区,life_4,快乐就是这么简单同感#1945,
学习区,learn_5,学不会有点烦三连了#2461,
学习区,learn_5,备考压力好大想哭期末人破防#2329,0
学习区,learn_1,学会了感谢分享同感#113,
生活区,life_4,看完心情变好了打卡76#1628,
生活区,life_1,真的很放松救命#384,
学习区,learn_2,例题很经典收获很多确实#901,1
学习区,learn_1,太难了完全听不懂弹幕护体#357,
生活区,life_3,真的很放松姐妹们#1354,1
生活区,life_5,标题党无语姐妹们#2463,
生活区,life_3,这种分享很真实第94遍看#1452,
生活区,life_5,快乐就是这么简单救命#2141,
生活区,life_4,这种分享很真实第89遍看#1641,
学习区,learn_3,讲得有点快跟不上三连了#1236,
生活区,life_3,看完没什么收获救命#1469,
学习区,learn_5,知识点总结很完整哈哈#2026,1
学习区,learn_5,讲得有点快跟不上弹幕护体#2175,0
生活区,life_4,评论区吵起来了打卡80#1729,
生活区,life_5,看完没什么收获哈哈#2458,
生活区,life_1,内容有趣支持哈哈#137,
生活区,life_3,真的很放松同感#1156,
生活区,life_1,看完心情变好了打卡13#110,
学习区,learn_2,越学越焦虑同感#681,
生活区,life_4,看完心情变好了同感#1722,
学习区,learn_1,这个公式太痛苦同感#40,
生活区,life_1,画面好看点赞打卡28#28,
学习区,learn_2,讲得有点快跟不上第11遍看#593,
学习区,learn_4,讲解细节很到位弹幕护体#1806,
学习区,learn_1,作业好多真的累姐妹们#330,0
学习区,learn_1,备考压力好大想哭第60遍看#448,
生活区,life_3,这种分享很真实哈哈#1052,
生活区,life_1,节奏太慢有点烦救命#431,
生活区,life_4,生活感满满很温暖第39遍看#1882,
生活区,life_5,快乐就是这么简单弹幕护体#2236,1
学习区,learn_5,作业好多真的累打卡78#2309,
生活区,life_2,画面好看点赞救命#901,
生活区,life_2,这个视频太治愈了弹幕护体#592,
生活区,life_5,看完心情变好了期末人破防#2304,
生活区,life_5,有点无聊看不下去同感#2015,
生活区,life_4,好喜欢这种日常救命#1837,
学习区,learn_5,太难了完全听不懂确实#2091,
生活区,life_1,看完没什么收获姐妹们#383,
生活区,life_3,看着很舒服弹幕护体#1016,
生活区,life_1,快乐就是这么简单同感#39,1
学习区,learn_4,例题很经典收获很多三连了#1579,
生活区,life_3,真的很放松同感#1284,
生活区,life_3,看着很舒服三连了#1444,1
生活区,life_2,快乐就是这么简单同感#978,
学习区,learn_4,终于把公式理解了打卡95#1550,
学习区,learn_5,例题很经典收获很多第91遍看#2031,
生活区,life_1,看着很舒服三连了#420,
学习区,learn_3,作业好多真的累确实#1462,
学习区,learn_4,笔记已经记好了姐妹们#1799,
学习区,learn_2,笔记已经记好了同感#620,
学习区,learn_3,太难了完全听不懂同感#1311,
学习区,learn_1,这个知识点让我崩溃确实#154,
生活区,life_2,看着很舒服同感#725,
生活区,life_2,生活感满满很温暖三连了#603,
生活区,life_3,剪辑有点乱哈哈#1254,
生活区,life_3,好喜欢这种日常确实#1061,
生活区,life_3,好喜欢这种日常打卡37#1201,
学习区,learn_5,笔记已经记好了期末人破防#2027,
学习区,learn_2,思路很清晰适合复习确实#843,
生活区,life_4,感觉不太真实救命#1638,
生活区,life_3,真的很放松救命#1011,
生活区,life_2,快乐就是这么简单确实#617,
学习区,learn_3,例题很经典收获很多哈哈#1180,
学习区,learn_1,越学越焦虑期末人破防#317,0
生活区,life_2,内容太水了没用姐妹们#961,
学习区,learn_3,这个公式太痛苦哈哈#1417,
学习区,learn_4,讲解细节很到位姐妹们#1986,0
学习区,learn_1,复习效率太低了确实#59,
学习区,learn_4,这个知识点让我崩溃弹幕护体#1847,
生活区,life_1,标题党无语打卡50#50,
生活区,life_3,感觉不太真实弹幕护体#1492,0
学习区,learn_3,讲解细节很到位姐妹们#1156,
生活区,life_1,有点无聊看不下去救命#372,
学习区,learn_2,讲解细节很到位确实#907,
学习区,learn_1,这个公式太痛苦同感#406,
生活区,life_3,画面好看点赞确实#1337,
生活区,life_4,评论区吵起来了确实#1724,
学习区,learn_2,复习效率太低了打卡63#936,
学习区,learn_1,这节课效率很高第32遍看#129,
生活区,life_5,感觉不太真实第93遍看#2130,
生活区,life_2,快乐就是这么简单打卡8#590,
学习区,learn_4,例题很经典收获很多第16遍看#1762,1
学习区,learn_1,老师讲得很清楚终于懂了三连了#247,1
生活区,life_4,快乐就是这么简单第54遍看#1703,
生活区,life_1,快乐就是这么简单期末人破防#335,1
学习区,learn_3,讲得有点快跟不上期末人破防#1125,1
学习区,learn_5,老师讲得很清楚终于懂了姐妹们#2448,1
生活区,life_1,节奏太慢有点烦三连了#341,
生活区,life_2,看完心情变好了救命#865,
学习区,learn_1,知识点总结很完整期末人破防#493,
生活区,life_2,生活感满满很温暖期末人破防#534,
生活区,life_3,看着很舒服期末人破防#1040,
生活区,life_2,看完心情变好了同感#703,
生活区,life_2,看着很舒服救命#922,
学习区,learn_5,知识点总结很完整确实#2456,
学习区,learn_3,这节课效率很高哈哈#1046,
学习区,learn_3,看到题目就迷茫救命#1470,
生活区,life_3,真的很放松期末人破防#1286,
学习区,learn_1,这个方法太有用了收藏第0遍看#291,
生活区,life_2,这个视频太治愈了期末人破防#684,
生活区,life_3,看着很舒服确实#1076,
学习区,learn_3,看到题目就迷茫救命#1169,
生活区,life_5,生活感满满很温暖弹幕护体#2190,
学习区,learn_2,终于把公式理解了打卡0#776,
学习区,learn_1,作业好多真的累三连了#277,
学习区,learn_2,笔记已经记好了哈哈#990,
生活区,life_2,看完心情变好了期末人破防#768,
学习区,learn_4,这节课效率很高弹幕护体#1885,
学习区,learn_3,例题很经典收获很多救命#1151,1
学习区,learn_2,例题很经典收获很多第64遍看#743,
生活区,life_2,这种分享很真实期末人破防#941,
生活区,life_2,画面好看点赞弹幕护体#596,
学习区,learn_5,例题很经典收获很多第15遍看#2149,
学习区,learn_5,这个公式太痛苦救命#2437,
学习区,learn_2,这个知识点让我崩溃救命#716,0
学习区,learn_1,知识点总结很完整弹幕护体#370,
生活区,life_1,快乐就是这么简单第70遍看#361,
生活区,life_3,快乐就是这么简单确实#1046,
生活区,life_3,这个视频太治愈了同感#1128,
生活区,life_2,好喜欢这种日常三连了#526,1
学习区,learn_4,讲得有点快跟不上确实#1592,0
生活区,life_1,快乐就是这么简单打卡63#354,
生活区,life_5,真的很放松同感#2365,
生活区,life_1,好喜欢这种日常救命#449,
生活区,life_1,看着很舒服确实#260,
学习区,learn_4,越学越焦虑救命#1789,0
生活区,life_5,生活感满满很温暖姐妹们#2493,1
学习区,learn_2,笔记已经记好了弹幕护体#706,
学习区,learn_5,太难了完全听不懂确实#2066,
生活区,life_3,有点尴尬三连了#1318,
生活区,life_4,内容有趣支持确实#1975,
生活区,life_4,内容有趣支持姐妹们#1534,
学习区,learn_5,例题很经典收获很多同感#2478,1
学习区,learn_2,学不会有点烦三连了#537,
学习区,learn_4,讲得有点快跟不上弹幕护体#1602,
生活区,life_1,看着很舒服弹幕护体#254,
生活区,life_5,这个视频太治愈了三连了#2206,
生活区,life_5,看完心情变好了哈哈#2364,
生活区,life_2,感觉不太真实确实#780,
学习区,learn_2,看到题目就迷茫三连了#772,
生活区,life_5,画面好看点赞弹幕护体#2338,
生活区,life_4,好喜欢这种日常救命#1836,
生活区,life_2,生活感满满很温暖期末人破防#867,
学习区,learn_2,作业好多真的累打卡42#624,0
学习区,learn_3,这个知识点让我崩溃期末人破防#1283,
学习区,learn_1,例题很经典收获很多确实#14,
学习区,learn_3,老师讲得很清楚终于懂了救命#1321,
生活区,life_3,内容有趣支持救命#1330,
生活区,life_4,这个视频太治愈了姐妹们#1872,
学习区,learn_5,复习效率太低了三连了#2390,0
生活区,life_5,有点无聊看不下去第71遍看#2205,
生活区,life_1,画面好看点赞期末人破防#401,
生活区,life_5,快乐就是这么简单同感#2237,
学习区,learn_5,看到题目就迷茫打卡26#2160,
学习区,learn_5,笔记已经记好了姐妹们#2096,1
学习区,learn_3,这个知识点让我崩溃救命#1112,0
学习区,learn_3,这个知识点让我崩溃同感#1449,
学习区,learn_1,学不会有点烦同感#354,
学习区,learn_1,作业好多真的累姐妹们#447,
生活区,life_1,真的很放松确实#30,1
生活区,life_2,这种分享很真实打卡51#730,
生活区,life_3,快乐就是这么简单弹幕护体#1167,
生活区,life_2,生活感满满很温暖确实#630,
生活区,life_1,评论区吵起来了三连了#468,0
生活区,life_3,这个视频太治愈了打卡63#1227,
生活区,life_4,生活感满满很温暖第0遍看#1746,
生活区,life_4,内容有趣支持弹幕护体#1622,
学习区,learn_2,终于把公式理解了救命#750,
学习区,learn_4,讲得有点快跟不上弹幕护体#1647,
学习区,learn_4,这个公式太痛苦三连了#1625,
学习区,learn_4,备考压力好大想哭确实#1654,
生活区,life_4,这种分享很真实救命#1531,
学习区,learn_4,这节课效率很高三连了#1652,
学习区,learn_2,终于把公式理解了弹幕护体#599,
学习区,learn_4,越学越焦虑打卡43#1886,
学习区,learn_4,学不会有点烦弹幕护体#1912,
学习区,learn_3,老师讲得很清楚终于懂了确实#1305,
学习区,learn_2,这节课效率很高三连了#919,
学习区,learn_2,这个方法太有用了收藏第90遍看#866,
学习区,learn_1,老师讲得很清楚终于懂了打卡66#454,
生活区,life_3,这个视频太治愈了哈哈#1235,1
生活区,life_3,这个视频太治愈了三连了#1496,
生活区,life_5,剪辑有点乱打卡92#2420,
生活区,life_3,好喜欢这种日常三连了#1494,
学习区,learn_4,讲解细节很到位三连了#1945,
学习区,learn_3,复习效率太低了确实#1269,
生活区,life_4,看着很舒服第49遍看#1601,
学习区,learn_5,笔记已经记好了哈哈#2405,
学习区,learn_4,这个知识点让我崩溃救命#1640,
生活区,life_2,感觉不太真实救命#844,
生活区,life_1,真的很放松姐妹们#12,1
生活区,life_3,看完心情变好了期末人破防#1321,
生活区,life_4,画面好看点赞救命#1585,
生活区,life_4,内容太水了没用确实#1561,
学习区,learn_2,笔记已经记好了哈哈#581,
学习区,learn_1,讲得有点快跟不上救命#205,
学习区,learn_4,作业好多真的累弹幕护体#1978,
生活区,life_3,内容有趣支持打卡8#1269,
生活区,life_1,这个视频太治愈了期末人破防#97,
生活区,life_1,好喜欢这种日常打卡48#436,
学习区,learn_5,讲解细节很到位三连了#2391,
学习区,learn_3,笔记已经记好了救命#1296,
学习区,learn_3,这个方法太有用了收藏三连了#1297,
生活区,life_4,剪辑有点乱期末人破防#1720,0
生活区,life_4,内容太水了没用弹幕护体#1627,
学习区,learn_4,老师讲得很清楚终于懂了姐妹们#1957,
生活区,life_3,看着很舒服第39遍看#1106,1
学习区,learn_4,笔记已经记好了确实#1779,
学习区,learn_2,这个方法太有用了收藏期末人破防#663,
生活区,life_1,好喜欢这种日常打卡15#209,1
生活区,life_1,标题党无语打卡8#105,
学习区,learn_1,例题很经典收获很多哈哈#141,
学习区,learn_4,学不会有点烦哈哈#1578,
